username,full_text,topic,topic_probability,predicted_label,probability_emotion
topekodia,yang begini ni keren sih bisa diet sendiri smartphone yang digunakan dengan smart temen gue yang gemuk udah minta saran dari gue gue kasih motivasi juga udah ada modal buat beli makanan sehat juga mumpuni tapi ya usahanya kenceng di awal aja abis gitu pupus ga konsisten,3,0.84842771291733,Joy,0.7395144104957581
ongheey,@twelveejune ak gi diet,0,0.20000000298023,Joy,0.278978556394577
__anxldkfk,Duhhhh pengen diet tp belum siap meninggalkan boba bobaan,3,0.83928954601288,Anger,0.27557486295700073
fatamorgina,@lalunaattiree @WaloKukus @rimaddict @Zaciziciz mjb diet untuk kesehatanmu bukan buat tantemu. jgn terlalu dipikirin apa kata orang lain belajar bodoamat demi diri sendiri. mo sampe kapan hidup dibawah ekspektasi orang lain capek.,2,0.8748944401741,Anger,0.2911641597747803
Donovvi,@rimaddict Denger waktu ny juga lama kamu keren kakk bisa sekonsisten ituu aku baru 2 minggu diet ga turun langsung dendam ,0,0.91958820819855,Neutral,0.38987600803375244
lalunaattiree,@icebluu8 @rimaddict @Zaciziciz Maaf kak mau tanya misal ny kita bulking nih dan sdh terbentuk gitu otot nya tpi kita nggk lanjutin bulking nya. Apakah perut kita bakal ttp kembali ke semula kyk after diet atau glambir ny bakal ttp hilang ?,0,0.92646425962448,Anger,0.34936490654945374
StevaniVer,@rimaddict IH SUMPAH CERITANYA MIRIP SAMA KAKEL KU. Dia juga gitu berhasil diet tapi gk nunjukin progressnya. Jadi akun sosmednya tuh kek mati gak pernah ada postingan sekali posting jadi kurus perawatan beda pokoknya. Dan trus dia mulai bagiin info dietnya juga di highlight,3,0.44749885797501,Anger,0.5067123174667358
ayaaassv,ini aku ditahun 2022 vs aku skrg dlu bbku hampir 60 kg pake baju apa2 gapernah pede dikatain kaya ibu2. skrg aku di bb 49 diblg jelek ngerti ga perjuangan niat&amp; konsisten buat diet rubah pola mkn kek apa? susah. jadi jgnlah komentar apa2 kalo gatau proses yg aku lewatin https://t.co/I84g250VXY,0,0.62009918689728,Anger,0.550424337387085
mysweetdino,@selirjenolee @rimaddict Itu udah ada dijelasin kakaknya loh dia diet rentang waktu 2 tahun,0,0.61489903926849,Joy,0.6325298547744751
Yoliobamie_,@rimaddict Berapa lama kakk menjalankan pola diet ini sampai akhirnya turun banyakk di bb yg sekarang??,0,0.69314730167389,Joy,0.3603833019733429
baekbyeol614,@rimaddict Kak semisal jdi temen diet mau kah?,2,0.59526836872101,Joy,0.8049474954605103
chosangwooo,@Mail_binmailnih @ngurahsaka diet aja sih drpd koar-koar islamophobia,3,0.73043388128281,Joy,0.3000653088092804
lalunaattiree,@WaloKukus @rimaddict @Zaciziciz tpi aku takut banget klo after diet badan ku ada gelambir ny nnti tante ku ttp ngatain aku lagi maka ny aku maju mundur buat diet,2,0.6117308139801,Anger,0.6498908996582031
lalunaattiree,@WaloKukus @rimaddict @Zaciziciz Jujur iya soal ny aku liat brp orang badan ny nggk terlalu berisi bgt tpi pas diet ada gelambir gitu di perut nya dn bnyk yg bilang klo itu permanen maka ny aku kepikiran. Tinggu ku 170cm berat 60kg kata tante ku aku gendut bgt dan anak cwek nggk blh kyk gini badan ny-,0,0.36085498332977,Fear,0.5322325825691223
dolpixies,@cielstrider ikut ak jg mw diet,2,0.59997344017029,Joy,0.28552940487861633
berteengkar,gila deh laper jam segini fakk gue mau diet,4,0.69437974691391,Neutral,0.35382357239723206
vanyawithu,AAAA MAU DIET AJA LAH WAKK BADANKU NI BESAR BGT,4,0.83787667751312,Joy,0.7121129631996155
raarowr,@capell_1 tanya aku tips diet dijawab setiap sodara mu memandang pasti terkagum kagum,4,0.73966526985168,Anger,0.3187318742275238
AkangCabang,@enchxnteur Kalo suka cowk baru diet gitu,0,0.72934019565582,Love,0.6724306344985962
AjayJan49361513,@LifeMathMoney Suryanmaskar with balanced diet,3,0.41687908768654,Joy,0.2729235589504242
kanghyub,kakaknya udh sesuai bgt sama langkah-langkah diet yang aku pelajari di kampus! ((jurusan gizi)),0,0.91004943847656,Joy,0.27400827407836914
ayaaassv,mati matian diet gula atur pola makan biar ga tambah gendut seenak jidat lo komentar skrg kurus jelek bgt anjir gue cuma pgn hidup sehat ya biar ga kena penyakit metabolik,4,0.52669638395309,Joy,0.43843936920166016
Asyrafnizam_,Tip diet penting yang mungkin anda terlepas pandang Say no to processed food &amp; junk food Makanan yang diproses &amp; jajan mempunyai tinggi gula tambahan lemak tepu &amp; bahan kimia lain. Sedap tp tidak baik untuk kesihatan &amp; diet kita. RT &amp; follow for tips #nakfit2025 #naksihat,3,0.59429615736008,Anger,0.28438952565193176
genzyai,@ucuptohorizon @rimaddict Gue pernah turun 15 kg selama skripsian dpt kerja sebelm wisuda mulai stress sama kerjaa udh mau 1 thn balik lg WKWK terus mau diet aga susa karna jam kerja yang ga nentu,3,0.49097725749016,Sad,0.902395486831665
ljhW00Z1122,@poottieyaa aku selama diet gak konsum buah tiw kmrn aku diet gk konsum gula sama defcal aja sih terus perbanyak konsumsi protein,0,0.50496029853821,Anger,0.36278867721557617
nayourbaev,diet please.... aku pgnn bgt biaa eat clean gini,0,0.8846293091774,Anger,0.25137558579444885
dkssie,diet itu gampang konsistennya itu susah,0,0.79950565099716,Anger,0.3503306806087494
electricated,Super proud! Aku lg berjuang diet ,3,0.79848998785019,Joy,0.47349265217781067
pmanlixious,Craving keju murah prochiz spread so bad tapi aku lagi diet. Sejauh ini baju dan celana udah pada longgar sayang kalau harus balik lagi.,3,0.46996626257896,Love,0.9060439467430115
BoregDumai,@overcontrolneed Pingin diet juga tapi kalau mau ngikutin ini gk sanggup mungkin aku kak wi.. Apalagi olah raga gk bisa waktunya gk kebagi dl berat badan 63 gk pernah naik sekarang badan kayak drum 80 kiloan.. Makanya pingin diet tapi gk tau dengan cara apa pingin balek berat bdn kayak dl ,2,0.95967394113541,Anger,0.6765052676200867
lalamoon55,@himaaaatul Besok besok besok Diet nya ,1,0.79999846220016,Joy,0.43581146001815796
valiisaa,@mhdarieff_ Besok aku diet ,1,0.59999680519104,Joy,0.5204834342002869
sailumoons,pas banget lewat pas aku lg kepikiran diet akhir2 ini.. tp gatau mau mulai darimana :') clueless abis krn ga pernah kepikiran bakal kepengen diet wkwk,0,0.35402685403824,Sad,0.3430872857570648
aquiverry,besok gw mau diet deh beneran inimah sengaruh itu sama muka,2,0.36486753821373,Fear,0.3918323218822479
jomelatte,Harini dapat banyak makanan. Murah rezeki alhamdulillah. Diet rosakla tapi hm apapun surga ku rasakan.,4,0.64028716087341,Joy,0.570904552936554
capell_1,mau diet deh,0,0.20000000298023,Joy,0.5608034729957581
mindvlowing,gaada diet gula diet gulaan dibeliin esteh chizu rv lgsg bersih ,2,0.91660904884338,Fear,0.3932358920574188
angkarumit,masya Allah cantiknyaaaaa huhu pgn ikut diet,1,0.86581581830978,Neutral,0.2855498194694519
ayyuaspita19,@dekorumahid harus diet ini udsh bahaya,1,0.42132741212845,Anger,0.27994245290756226
tetettoweett,@rimaddict Aku jg lagi diet kaakk. Aku workout jg dirumah aja modal yutup. Sminggu 3x. Minggu pagi jalan kaki 8000 langkah. Makanan msh ada gorengan tp porsi dikurangin. Sehari makan nasi 2x doang. Siang &amp; malem makan buah. Masi ngopi susu seminggu 2x. Alhamdulillah 2 mnggu turun 1 kg ,3,0.71118158102036,Joy,0.6835116147994995
firman__nurhuda,Gak kog nder cuman diet https://t.co/9uAAoymUo2,0,0.73003965616226,Neutral,0.4527188539505005
Asyrafnizam_,Tip diet penting yang mungkin anda terlepas pandang Makan pelbagai jenis buah-buahan &amp; sayuran Buah dan sayur mempunyai sumber fibre vitamin &amp; mineral penting yang boleh membantu mempercepatkan proses turun berat badan. RT &amp; follow for tips #nakfit2025 #naksihat,3,0.62514966726303,Joy,0.26174938678741455
WaloKukus,@lalunaattiree @rimaddict @Zaciziciz Kamu takut diet krn nanti bakal ada efek gelambir?!?! Yang bener ajaa Lagian ya gelambirnya tuh palingan di perut paha atau lipatan² lain yang setidaknya masih bisa DITUTUPI Saranku sih tetep diet ya krn gimanapun hasilnya akan jauh lebih bagus &amp; PD pun meningkat Please deh,1,0.41843554377556,Anger,0.44087472558021545
myxcvz,Pengennn diet jugaaaaaa,1,0.73199307918549,Joy,0.278978556394577
chewmngtse,ajg kebablasan malam2 mkn tipat ️ pdhl udh lancar jg ini diet if ,3,0.71421205997467,Joy,0.7446117997169495
gurlcrushie,@rimaddict Kakk kamu ada treatment buat ngecilin muka atau emg pure diet aja?,1,0.36482033133507,Joy,0.4379371106624603
lameahhbrodie,@rimaddict aku dulu berhasil juga diet defisit kalori semua dicatet pake MyFitnessPal. udah turun 15kg++. tapi semua berubah ketika skripsi sekarang pelan pelan kembali kebiasaan mencatat+defisit kalori lagi ,0,0.94969165325165,Joy,0.38192638754844666
yoyaaayyy,ya Allah sempga aku bisa semangat diet kayak kakak ini :D,2,0.86444091796875,Joy,0.8352049589157104
Asyrafnizam_,Tip diet penting yang mungkin anda terlepas pandang Makan makanan seimbang Usaha dapatkan makanan seimbang dari pelbagai kumpulan makanan. Ini untuk memastikan badan kita mendapat semua nutrien yang diperlukan. RT &amp; follow for tips #nakfit2025 #naksihat,3,0.75093626976013,Joy,0.37868914008140564
cocoajunkies,kok w diet dikit langsung aslam yak mungkin ini adalah tanda bahwa gue gaboleh diet,2,0.76534819602966,Anger,0.29203322529792786
cajuputlavender,Wih kereennn. Jadi semangat utk diet lagi ,0,0.79814970493317,Joy,0.7444143891334534
slythheryn,@diethingy bisa jadi efek dari diet atau olahraga yg terlalu intens. better cek ke spog nder. btw kamu ga makan di bawah BMR kan?,2,0.9263716340065,Joy,0.3863198459148407
Marcelg13371048,Cek Bestdetox - Paket Detox Paket Diet - Cuka Apel - Chia Seed - Madu Asli - Himalayan Salt dengan harga Rp64.999. Dapatkan di Shopee sekarang! https://t.co/L4L0vlgFKT https://t.co/ekHs7wSD1l,1,0.95541995763779,Joy,0.40147191286087036
nurulizzatiaa, Tibe Aku diet - Cikgu Syifa #CintaUntukSekaliLagi,0,0.83812773227692,Joy,0.2678162455558777
Asyrafnizam_,Tip diet penting yang mungkin anda terlepas pandang Saiz hidangan Berhati-hati dengan saiz hidangan untuk mengelakkan makan berlebihan terutama dengan makanan yang berkalori tinggi. RT &amp; follow for tips #nakfit2025 #naksihat,3,0.95542418956757,Joy,0.7109056711196899
Marcelg13371048,Cek Paket Diet Detox Cuka Apel Sari Lemon Madu Chia Seeds by Suur Lemoen dengan harga Rp46.900. Dapatkan di Shopee sekarang! https://t.co/UKD0lAD7Ub https://t.co/ekGAWYBwgo,1,0.95287793874741,Joy,0.5695517063140869
wtrmlnbear,@rimaddict Waah keren bangettt ! Susah banget mau mulai diet tuh ,0,0.61905819177628,Joy,0.3238067030906677
dietkapan2,From this... To this... Gokil ya cuma modal ganti strap sama anti gores aja udah kaya jam tangan baru Aku Happy deh Modal ga sampai 50k udah kaya baru lg.. bahagia aku sederhana punya strap baru aja udah seneng bgt ️ Meskipun pasang anti gores nya ga becus https://t.co/jNMnFha0Qk,3,0.89326995611191,Love,0.5861567854881287
Purplepenicilin,@rimaddict Progress diet dri 103 ke 63 berapa bulan kak?,2,0.5999761223793,Neutral,0.400462806224823
auroranch,@rimaddict Kaaak monanyaaa ada stretchmark gaaak? Aku tuh males diet soalnya pasti nanti muncuk stretchmark mana aku tipe kulit yg keloidjd menyala stretchmarkkuhhhh,4,0.78145760297775,Anger,0.34309837222099304
catgoesmeng,ril ya diet bikin mancung anjir ,2,0.83546674251556,Neutral,0.3359523415565491
camleons,Lapar beli mie tektek ga ya tapi ku harus diet mulai besok ,2,0.51468408107758,Anger,0.3074958622455597
itsscIarice,@peaceshico ga ada kak edisi diet hehe,2,0.59969794750214,Neutral,0.5683349370956421
hitsmagicc,Jarang ngerasa insecure tapi sepertinya ke-pdan ku sedang menurun. Emang sudah seharusnya diet sih di bb segini juga termasuk obes tahap 1 ,4,0.6082626581192,Anger,0.29012414813041687
0neechann_,Ak gundut tp dia suka bilang semok dan sexy sdikit menenangkan hati Tp tetap lah ak mw diet,2,0.919313788414,Anger,0.28438952565193176
Rnasfa1324,Klo liat kayak gini nih smngat bngt pengin diet tp besoknya beli bakwan Kawi ,2,0.49995291233063,Neutral,0.3705780506134033
awmingi,Doain diet ak berjalan lancar ya guyzzz,3,0.83899837732315,Joy,0.5814657211303711
ikbenmoi,@tang__kira Jadi keinget webtoon yg salah satu storynya ttg bj mukbang yg kurus banget nawarin obat diet ke 1 subscribernya yg gendut. Beneran bisa makan banyak dan tambah kurus. Tapi lama2 jadi terlalu kurus sampe mati dagingnya jadi dendeng Kemudian dimakan sama si bj,2,0.70234799385071,Sad,0.3762141466140747
diethingy,Diet! Yang surplus dan ngerasa kok lama naik bb nya tetep rajin evaluasi yaa. Kalo bisa sekalian body recomposition it takes longer tapi super oke kalo kalian konsisten. Dari aku yg surplus dan sudah naik 13kg (tinggi 153 cm) ‍↔️‍↔️‍↔️ https://t.co/KCMkmHABJ7,3,0.5954681634903,Anger,0.4093819856643677
keerthu0007,@WhimsicalAloo Ammamar diet plan cheyth arum slim aya charithram ketittilla ,3,0.75581175088882,Joy,0.381760835647583
diethingy,diet! hah ini maksudnya gimana sih kenapa membakar 1896 kalori saat istitahat maaf ga mudeng https://t.co/fPGl3CeBBp,0,0.89888048171997,Anger,0.312698096036911
redwriy,Ikut seneng tiap liat orang yg berhasil diet.,2,0.8367161154747,Joy,0.27036070823669434
lanangph,@rimaddict Setelah berhasil diet outfitnya beda itu jg sih yg menjadikan kakaknya terlihat wow ,2,0.72387552261353,Anger,0.2840615212917328
Gijoe8703,@AraituLaki Kim jong un waktu ikut program diet,1,0.83567947149277,Joy,0.3050253093242645
poottieyaa,gue bingung klw diet begini pasti makanan utama ada buah sedangkan gue gasuka buah apapun gak terkecuali mungkin yang baca ini pasti mikir aneh ada orang gak suka buah nyatanya ada GUE jadi klw nyari tips diet suka bingung diganti apa buahnya,3,0.88947194814682,Sad,0.4209127724170685
orenjiaji,@eightyeightbae Tergantung kebutuhan juga kak... aku lemak masih agak kuat gula dan garam kurangin berat badanku turun 9kg dalam 2 bulan tanpa diet dan olahraga berat,0,0.66011166572571,Joy,0.566994845867157
mmyimis,@coppuer Gaaakkkk... lagi diet wkwk,3,0.72884523868561,Neutral,0.47636717557907104
essversion,anjir gw gagal diet gara gara malem malem dikasi es krim ,1,0.40857407450676,Joy,0.5483603477478027
iga_ramadani,@rimaddict Selama diet olahraganya apa Kak?,2,0.59995287656784,Neutral,0.5249623656272888
woohayoon,@rimaddict Kak km kerenn bngtt aku jga mulai mencoba diet lagi karna rasanya udh ga sehat bngt ni badan tp masih susah buat konsisten huhuhu,0,0.61045634746552,Joy,0.8418037295341492
jaehyunonly_,gue pengen diet tp males bikin menunya pengen sat set jadi tpi MANA ADA jangan bilang catering soalnya catering mahal intinya semua harus ada niat,3,0.40552067756653,Sad,0.32293465733528137
cat3san,@diethingy Efek diet mungkin nder kemarin pas haid darah ku dikit banget biasanya banyak tapi sekarang darah haid ku normal lagi,2,0.9124396443367,Joy,0.5095626711845398
elisedya1,@rimaddict Thank for sharing aku lagi cari rumu diet yg menyenangkan.,2,0.86217767000198,Joy,0.5369372367858887
heynanana_,Kaaaan. Aku dulu pernah diet eatclean buat promil. Tujuannya cuma mau punya anak tpi yg didapet : *Bb turun *Kulit sehat (lebih bersih gk kering kenyal lembut) SUMPAH INI KRASA BGT BEDANYA SAMA SEBELUM DIET *Badan lebih seger *Bonus terbesar dapat debay ,2,0.69992572069168,Anger,0.28438952565193176
pembellaan,Gmn mau diet ya Allah masakan makku enak2 bgt soalnya,2,0.57115018367767,Joy,0.2701908349990845
fumocy_TL,@haibyol @ummiSNM @HanamiAzura Ukuran diet :3,2,0.59578537940979,Joy,0.2657734155654907
chyzke,@rimaddict Tidak ada yg bisa disaltyin karena bagus bener mbak. Apalagi itu kk gak ke gym berarti dengan budget yang gak jorjoran pun bisa diet bagus kayak mbak. Terima kasih sudah sharing.,0,0.94159895181656,Joy,0.8315908908843994
halfofey,@rimaddict kakkkk berapa lama jalanin diet ini,2,0.73299300670624,Joy,0.3412403166294098
Ronizukipurnama,@rimaddict Kerennn yg susah diet itu konsisten hhee Saya coba ngurangin makan nasi Mayan ada progres dr 76kg skrg 71 Soalnya males2an diet ny hhee,3,0.40191897749901,Joy,0.7392310500144958
kazuyoswitch,Anak giji sok ngaku mau diet tapi tiap stress malah asik cobain resep baru (adalah gwe),4,0.68650722503662,Joy,0.34462815523147583
taekoopuddin,Ini keren bgttttty HUAAAAA KEMAREN GW DIET SEMINGGU TURUN 3kg malah skrg ga diet lg liat ini terpacu lg keinginan biat turun bb,0,0.93286406993866,Anger,0.28438952565193176
akunmarah2ku,@rimaddict Hai kak so proud of u!! Setuju bgt sih kalo diet pake cara defkal eat clean air putih dan wo itu amat efisien asaal KONSISTEN Aku jg berhasil nurunin 10kg dr 65 ke 55 dan emg berasa bgt manfaatnya selain nurunin bb jg bkin kulit wajah jd sehat trs ngerasa makin cantekk,3,0.5053973197937,Anger,0.49490803480148315
Na_Vante555,@rimaddict Aaaaaa jadi mau mulai diet lagi Aku udah turun dari 63-49 tpi gara lebaran jd naik ke-53. Jd belum mulai diet lagi,4,0.43898525834084,Anger,0.43842488527297974
dwagstin,bukti kalo lo emang mau usaha pasti bisa. diet itu dilakukan bukan cuma diomongin doang. so please demi kebaikan kesehatan please jaga asupan makanan klen.,0,0.93283426761627,Joy,0.8635738492012024
kitty_gandalf,Gue seneng liat para pejuang diet karena gue sendiri juga dulu berjuang dari 80 kg ke 60 kg dan semua itu sangatlah worth it!,0,0.59686559438705,Joy,0.486917108297348
Wiljackward,@mircroorganism Hooh daripada diet mending gym,3,0.79727691411972,Anger,0.29802241921424866
LakelandFLSarah,@Sassafrass_84 Striped Diet Pepsi,4,0.73252862691879,Joy,0.26271575689315796
chickenjune25,Keren sekali kakaknya nih aku diet angot2an sekarang bb makin gak ke kontrol timbangan ke kanan mulu,2,0.6467393040657,Joy,0.5015328526496887
itsaboutis,ngatur pola makan dan apa yg dimakan apa sengaruh itu ya sama muka? soalnya sejak diet notice muka kek cerah2 aja padahal udah bbrp minggu ga make krim dokter. dulu tuh kalau ga make bbrp hari aja pasti kusam ni muka tapi ini ngga jd skincare skrg cuma fw moist ss doang,0,0.67080688476562,Anger,0.41895559430122375
urfavfandom,@7btsupdates Jin kayanya pas deket2 selesai wamil langsung diet lg ya? kaya lebih kurusss,4,0.90915161371231,Joy,0.4345315992832184
fifilix0812,Aku pun pernah ngalamin. Tp karena pdku kecil jadi gak terlalu keliatan. Apalagi semenjak diet makin trepes aja. Selama pake hoodie oversize aman2 aja sih.,4,0.91014128923416,Anger,0.29950135946273804
gzbae_,Dulu gue juga pake FatSecret di combo-in sama BodyFast buat IF. Jujur pake FatSecret tuh seru APALAGI kalau lagi semangat²nya diet jadi semangat mikir makan apa dan hitung kalorinya wkwk,4,0.49650824069977,Neutral,0.5244914293289185
ISeKai9488,Orng kok bsa berhasil diet ya gue kok susah bngt:(,0,0.44065603613853,Anger,0.28438952565193176
sunflawerrr,@naaazzzs Aku mau salad sayur soalnya lagi diet,2,0.50135987997055,Anger,0.25986185669898987
diethingy,di sini adakah cewe yang diet! tapi siklus menstruasinya jadi ga teratur? aku udah hampir semingguan ini ngeluarin darah tapi ga amis sama sekali dan ga ngerasain nyeri sakit haid.. terus darahnya berhenti keluar setiap malam. pokoknya keluar darah setiap siang setiap kegiatan,2,0.88569736480713,Anger,0.470531702041626
whitexfrape,Tapi sampe skrg BB aku alhamdulillah stabil pokoknya di kisaran 46 - 49 kg. Kebiasaan sebelumnya jg masih aku jalanin bkn karna diet jg tapi karna udh kebiasa aja mungkin ya plus aku punya riwayat keluarga sakit macem2 jadi takut aja :(,0,0.67868769168854,Neutral,0.7276570200920105
gyusmole,enduy bgt cheol di dance practice ituuu waktu blm mulai diet... GEMEY,3,0.89786833524704,Anger,0.2885981500148773
diethingy,Diet! Spil treadmil under 500k tapi awet dong. Makasih. No l!nk affiliate,2,0.89806497097015,Joy,0.6861128807067871
vvparadisaea,Ini doyananku bgt dulu pas di rumah lagi seneng2nya workout + Jus tomat Jadi kangen diet..,4,0.46195095777512,Anger,0.28438952565193176
medcom_id,Saat ini Thariq Halilintar dan Aaliyah Massaid tengah mempersiapkan rencana pernikahannya. Dalam rangka mempersiapkan pernikahannya ini Thariq sampai melakukan diet supaya badannya terbentuk ideal. #ThariqHalilintar #AaliyahMassaid #MedcomId https://t.co/qNOdSBXiPE,1,0.81719124317169,Joy,0.44218358397483826
popmaluv,Fix ini mah harus diet. Mulai besok ah,1,0.79979264736176,Neutral,0.2460990846157074
vanboio,@ichachachak Apa itu diet? Jangan kasih sisa... Yg penting jangan dibuang dan jangan di personifikasi atau di analogi kan dengan penderitaan orang lain aja,2,0.8994602560997,Neutral,0.29799124598503113
selirjenolee,@rimaddict ini km brp lama ka masa diet nyaa,1,0.72586119174957,Joy,0.7029451131820679
seyay_,aku pernah diet yang ternyata ekstrim demi nurutin maunya mantan dan ibunya. akhirnya 1 bulan lebih keleyengan dan gangguan pendengaran karena tubuh aku ga menyuplai darah ke otak dengan baik. kalo kalian diet lebih baik konsul ke dokter spesialis gizi klinis dulu yah!,2,0.86264091730118,Joy,0.6442959308624268
kkoznol,Tips diet ala aku.. . . . . . . Puasa karena ga ada uang untuk makan ,2,0.47747406363487,Anger,0.3753208816051483
chinggu97,gmna cara diet,2,0.59931075572968,Joy,0.28552940487861633
justseoo,Bertambah motivasi buat diet Tp gatau dikonsistenin kapan ,2,0.63774842023849,Joy,0.343978613615036
lalunaattiree,@rimaddict @Zaciziciz Hai kak aku mau nanya maaf banget sblm ny. Kalo blh tau kalo diet kyk gini nanti ninggalin bekas kyk stretch mark dn gelambir gitu gk ya kak di perut ny ? Soal ny aku mau diet jg tapi takut nanti ninggalin glambir gitu di perut dn kata ny hrs operasi buat hilangi glambri ny ,0,0.54251730442047,Anger,0.4110114872455597
satriafjrr,Diet mulai besok ,1,0.59999680519104,Joy,0.372018039226532
purplerevolt,@rimaddict Kakkk kamu diet nya berapa lama? aku lg diet jg tp aku ngga sabaran bgt pengen cepet ,0,0.59519743919373,Joy,0.46548891067504883
suzanna_yasin,Cek KARETA KIN Beras porang murah 1kg shirataki konjac rice diet rendah kalori rendah karbohidrat rendah lemak non fukumi dengan harga Rp115.000. Dapatkan di Shopee sekarang! https://t.co/nNNdrooGUg https://t.co/3I6JTsYAhT,0,0.57997143268585,Joy,0.293016254901886
kochenggalak,@rimaddict Yaampun mba malah diet kamu itu yg bener kebanyakan org kita diet ngikutin orang luar jdnya mahal. Keren mbaa,3,0.92573076486588,Anger,0.3635353744029999
abcdjklmw,Dia gatau gua se effort apa DIET !! Bngke sih klo ga dicintain ugal2an hhmmm,4,0.88517117500305,Love,0.8969237208366394
pecanduqohwa,@kvpall Plg lucu waktu ritsuki digodain katanya diet katanya diet katanya katanya katanya diet,1,0.54662609100342,Joy,0.522034227848053
oetteeyy_,Fak diet aku mau jajan setiap hari,0,0.56892824172974,Joy,0.2869972288608551
dbiru_,apalagi di kehidupan sehari-hari dia bener2 gak ada aktivitas olahraga ataupun jaga pola makan dia kek ya udah pasrah aja gitu jd bodo amat dia obesitas (padahal sering ngeluh gak pd dll tp dia gak mau berusaha diet ),2,0.80700671672821,Fear,0.47103267908096313
feaaless,@lovelifesakura wkwkwk diet jalur stress ,4,0.79883033037186,Anger,0.27602705359458923
oetteeyy_,Diat diet diat diet tp seblak trs,1,0.54640889167786,Joy,0.3166155219078064
ywuichiro,Pengen diet...,0,0.20000000298023,Joy,0.278978556394577
cheorazon,@tunamuayo dia langsung terlena geng dan berhenti diet ,0,0.58453822135925,Neutral,0.35487988591194153
womanfeeds_id,{Mu} girlss yang mukanya gampang jerawatan coba dibarengin diet!! di aku sengaruh itu ternyata skin barrier jg makin bagus dan gakk gampang merah merah lagi,2,0.56429773569107,Anger,0.4137150049209595
gakpakekkoma,@rimaddict @matchachizee kak kamu gamau bikin grup diet misalnya biar banyak yg berhasil buat diet. aku sekarang lagi rutin jalan meskipun gak tiap hari. kalo dibawa lari masih suka engap,3,0.75952607393265,Anger,0.41907528042793274
Cangkul93,@rimaddict Semoga aku jg konsisten diet huhu,1,0.79765671491623,Anger,0.3156176805496216
jigglipufi,kayanya ak bisa deh punya badan kaya natty tinggal diet dikit aja ,4,0.88261157274246,Joy,0.5307791233062744
yuhlookeasy,@rimaddict Kak bb nya pernah stuck gak? Aku dulu pernah diet jg. Di bb 85 kg malah stuck berbulan2 dan akhirnya nyerah ,0,0.86659932136536,Anger,0.28438952565193176
Chasyanova,@rimaddict Cantiik Sblm diet juga cantik menggemaskan ,0,0.79753744602203,Anger,0.28312525153160095
RT_tampan,@rimaddict Mbaak aku dari awal musim covid sudah niat diet.. Sekarang sudah 2024 turun 3kg.. ,0,0.88402676582336,Anger,0.27187857031822205
im_blueming,@rimaddict Kakkk congrast!! Ikut seneng aku juga pejuang diet dari 100kg dan sekarang masih otw 80an. Tweetmu bikin ku semangat biar turun lagi,0,0.55195713043213,Joy,0.8879432678222656
dlehdgurhc,Waktu itu iseng krn di kulkas kebetulan ada sayuran lengkap gue nyoba makan ala2 diet ada buncis wortel kentang dikukus sama telor rebus terus pas mateng gue kasih garem lada dikit buat seasoning enak sih ngga yang menyiksa banget rasanya Tp abis itu udah ga dilanjutin ,2,0.50492322444916,Anger,0.266144335269928
brownie_kookie,normal gk si turun 5kg sejak bln puasa padahal gk olhraga atau diet samsek?,0,0.4478794336319,Anger,0.4354083240032196
sukakuceng,Wizzmie gajahmada semarang ⭐ (7/10) Buat pecinta pedes enak siii tapi kalau buat aku kaum menye menye lebih baik di sebelah Dan maap ini emg dimsum konsepnya lgi diet kah? Kurus kurus Sukak sushi dan chicken spichynya Next time cobain ricebowlnya ahh https://t.co/4QmqaefPmH,2,0.73660272359848,Joy,0.7611681818962097
yukizehn,Y Allah jajan lagi aja. Gemuk Katay mau diet tapi makan Mulu... https://t.co/60WKVS01AA,1,0.57118159532547,Joy,0.6233047246932983
jjanggsu,KAKKKKK gue mau curhat gue diet trus malah kena aslam gmn dong,0,0.58675813674927,Joy,0.4617382884025574
jadiindomie,KAK??????? Km keren bgt bikin ak termotivasi. Tadi ak mau diet tapi mamaku beliin pisang coklat ,3,0.90907168388367,Joy,0.4295683801174164
hafizha_anisa,@diethingy Aman. Sebuah makanan ga bisa bikin progres diet gagal. Jangan stres ntar malah susah ngejalaninnya.,0,0.78500604629517,Love,0.5253050327301025
arttiw_,Selain aku iri dengan konsistensi dietnya aku jg iri dengan tinggi alami nya Tp gpp ini thread spill diet paling realistis yg pernah aku baca. Jd semangat lg heheh,3,0.28004363179207,Neutral,0.28966236114501953
cintakuasahi,bayangin diri mu gabisa makan sendirian tpi satu rumah malas makan pekara diet????? terus kalo aku gamakan aku dimarahin????? tpi aku laper butuh makan dan ditemenin gd yg nemenin jnck,1,0.76763963699341,Sad,0.7790857553482056
akunikanmkgf,aku mau diet tapi mama masakannya minyak/tepung teruss masaknya juga sebelum maghrib jadi makannya setelah maghrib : ),1,0.90876483917236,Joy,0.29959532618522644
akunikanmkgf,kamu keren bangett kakkk cantikk jugaaa bahkan dari sebelum diet masyaallah ikut seneng bacanyaa,4,0.91007661819458,Joy,0.23096239566802979
a_kashara,Perut gw keknya nga bisa terima klo disuruh diet.. kek ngamuk dia bukny diet malah makin gila makannya.,3,0.60012286901474,Joy,0.5832007527351379
aeoen_n,Yang bilangnya mau diet. https://t.co/h8XElGZFEi,3,0.59927052259445,Joy,0.28552940487861633
