content,label
"AHY itu Rissing Star, tidak perlu dikhawatirkan, bangsa ini akan semakin mendapatkan terangnya setelah 5-10 Tahun k…",anticipation
"@alifa_fatach @wiranto1947 @PolhukamRI @SBYudhoyono salut untuk pak @wiranto1947 demi pilkada yg damai dan aman, te…",joy
"@raskadiokta @SBYudhoyono @wiranto1947 @prabowo budaya saling mengunjungi itu baik, harus ditradisikan oleh pemerintah dan parpol",joy
"@TheArieAir @KATADATAcoid Hahaha skrg malah dikritisi sendiri oleh mantan tsb,,, @SBYudhoyono bener2 dah, asal2an serang JKW,,,",joy
"@hakaoetama @raskadiokta @SBYudhoyono @wiranto1947 @prabowo bener, seharusnya begitu... pak wiranto sudah bersikap negarawan",trust
@maslani_zaki @wiranto1947 @Gerindra @SBYudhoyono itu fitnah! saya kira media jangan lagi membesar2kan lagi,anger
@4Y4NKZ @Owaala @wr200465 @SBYudhoyono HALUS.....inasi,disgust
@arsan_malik @jokowi @wiranto1947 @SBYudhoyono @prabowo @ZUL_Hasan saya tidak ada hubungannya dengan kasus Bank Cen…,anticipation
"@Owaala @wr200465 @SBYudhoyono Jangan meremehkan., candi hambalang di huni jutaan demit yg siap membentuk poros  halu....",anticipation
@Dennysiregar7 @SBYudhoyono Manusia goblok otak cebong ya si denny,anger
Masih bermimpikah Pak @SBYudhoyono memunculkan calon baru ?\n(Entah mau poros mana aja krn ga pernah jelas)\nLawan in…,disgust
#KamiMauTGB\n\nGABUNGAN PEMUDA DAN MAHASISWA SEMARANG DUKUNG TGB\n@prabowo @SBYudhoyono @msi_sohibuliman @ZUL_Hasan…,joy
@chairulachir @Chaidir38 @MardaniAliSera @KabarMenakerRI @PartaiSocmed Makanya ada yg merindukan @SBYudhoyono kemba…,joy
"@budi_ahmada @raskadiokta @SBYudhoyono @wiranto1947 @prabowo iya tuh, jangan bilangan jangn bikin gaduh mulu, amin rais bilangin juga",anticipation
"@wr200465 @Owaala @SBYudhoyono Tidak ada tandingannya, ya aku sih #2019TetapJokowi",trust
"SBY: 2019, Insya Allah Ada Pemimpin Baru yang Amanah dan Cerdas",trust
Iya Jokowi pak @sbyudhoyono ✅✅,joy
@merdekadotcom siapa coba? Gak ada yg lebih amanah selain Pak Jokowi loh Pak @SBYudhoyono,trust
"@detikcom @detikfinance ada yg lagi nakut2i rakyat dgn isu ini,ya maklum sih gak ada yg bisa dibanggain dr kinerjanya cc:  @SBYudhoyono",disgust
@jul_hidayat67 @alifa_fatach @wiranto1947 @PolhukamRI @SBYudhoyono dengan pertemuan ini menjadikan kekuatan untuk Indonesia saling bersatu,trust
"@raskadiokta @SBYudhoyono @wiranto1947 @prabowo komunikasi pemerintah dan parpol harus berjalan dengan baik,",anticipation
Paslon yg gunakan cara2 musryik begini sebaiknya jauhi dan jangan pernah dipilih.\nSdh pasti amat dilaknat oleh Alla…,anger
"@raskadiokta @SBYudhoyono @wiranto1947 @prabowo tolong bilangin ke elit2 politik, jangan bikin pernytaan yang kontr…",fear
@MariSania77 @alifa_fatach @wiranto1947 @PolhukamRI @SBYudhoyono Kita berjuang beresama sekuat tenaga untuk Indonesia.,trust
"@ASapardan @SBYudhoyono Nunggu tiga bulan terakhir, kalau gagal munculkan calon di agustus, giliran kita tepuk tangan hore aja haha",joy
@wiranto1947 Minta @Gerindra Buktikan Tuduhan soal Pertemuan dengan @SBYudhoyono untuk 'Amankan' Kasus Century…,trust
menuduh tanpa ada data dan fakta itu fitnah @PDemokrat @SBYudhoyono,anger
"Tuk Mahatir yg umur 92 sudah berjuang, dan berhasil, Pak @prabowo yg masih 66 tahun masa' harus jadi king Maker?\nBe…",disgust
"Foto Spanduk Prabowo Viral, Salah Cetak ‘Kemenangan’ Jadi ‘Kenangan,’ Pencetak Minta Maaf via @tribunjatim",sadness
"@jokowi @sbyudhoyono @prabowo\n\nkenangan 2014 tdk perlu direbut, nanti 2019 akan diberikan scr gratis ditambah bonus…",trust
"Fauzi Baadila: Dalam satu waktu, mereka kehilangan rumah, keluarga, pekerjaan, dan masa depan. Via",fear
Mengerikan bukan? Ayo saling menjagalah... Cc @hnurwahid @msi_sohibuliman @MardaniAliSera @fadlizon @Fahrihamzah…,fear
@prabowo mantaap Pak,joy
@drhandri @maspiyuuu @prabowo @SBYudhoyono Berharap sama SBY  ?? Sama aja boong...berharaplah sama rakyat.\nKalau sa…,disgust
@maspiyuuu @prabowo @SBYudhoyono Kenapa ga Jokowi sekalian...wkwkwkwk\nAnies lebih pantas lah...,joy
Kenapa sosmed Pak Prabowo dan Pak Gatot Nurmantyo tidak ada kecamanan pada teroris Mako Brimob Depok. Ada apa? Ada…,anticipation
Meskipun aku bukan \ring mepet\ di lingkaran Pak @SBYudhoyono &amp; Pak @prabowo . Tp cukup banyak tau yg terjadi diant…,trust
"Prof Yusril Ihza Mahendra siap mnjadi pembela Habib Rizieq Syihab, beliau mngatakan bahwasanya kasus yg dituduhkan…",joy
@fadlizon @Gerindra @prabowo Mending fikirin bikin revisi UUD teroris ...\nNyopras nyapres Mulu..TDK bakal menang ..capres nya kurang sip,anger
@fadlizon @Gerindra @prabowo Semoga keyakinan terujud utk merebut kenangan,joy
@fadlizon @prabowo Bang memori aja..yuk kita tonton video fiksi aja judul nya \Kiamat 2012 isinya bubar 2030.Rilis 2019,disgust
Fahri Hamzah: Bos Kalian Pak Jokowi Ada di Mana Dalam Reformasi,anger
@fadlizon @Gerindra @prabowo Jgn berhayal trlalu tinggi\nBeda kelas lah bila mo dibandingkan dgn mahathir,disgust
@fadlizon @Gerindra @prabowo setuju banget pak prabowo capres... tapi capres aja yaaaa. tapi tetep jokowi presidenya.. #2PERIODE,joy
@prabowo biasanya rajin komen2 hal ga penting...pas ada hal penting 5 org mati dipenggal teroris diem aja.....,anger
@fadlizon @Gerindra @prabowo Lah katanya 2030 bubar? Piye jal?,disgust
"@fadlizon Nyinyiran semua org ini akan jd doa,bhw @prabowo menjadi Presiden 2019,krn bngsa ini sdh carut marut dg realita skrg.",trust
"@MataNajwa @DPP_PPP @NajwaShihab @jokowi @prabowo Sayang masih berbekas dihati umat, bagaimana partai pendukung penista agama.. tenggelamkan",disgust
@detikcom @fadlizon @prabowo @jokowi @prabowo jelas baik tapi @jokowi terbukti lebih baik. Tinggal buktikan di ajan…,joy
@eliya_mkom @prabowo @jokowi Tetep nggak,joy
Prabowo hrs mundur sbg syarat koalisi?! Yang benar saja. Lantas hrs manut dg calon yg disodorkan PD? Siapa calon PD…,anger
Jng jng yg ngotot pak @prabowo Jd King maker dan membenturkan pak @aniesbaswedan utk dicalonkan Jd presiden adalah…,disgust
@fadlizon @Gerindra @prabowo Benar pak. Tidak cocok 100% jika Bapak @jokowi berduet dengan Bapak @prabowo.\nBapak H…,anticipation
"@Gerindra @prabowo Valid, Surat Rekomendasi Pemecatan @prabowo",trust
@Ilyas8364 @fadlizon @prabowo @jokowi Tambah smrawud rbutan kkuasaan,disgust
@CNNIndonesia Yang Haram di  aja di Halalkan. Apalagi yang Haram. Gerombolan @prabowo  busuk dan Kroninya…,disgust
@fkrntn @CrystaAdityaR @nenniputrachir @fadlizon @prabowo @ILC_tvOnenews @Fkrntn kan ngatain saya dungu\nMungkin itu…,anger
"@CrystaAdityaR @takdelok @buzerman18 @s1m0n47 @nenniputrachir @fadlizon @prabowo @ILC_tvOnenews Hahahah, kehabisan bahan bong?",anger
Tulisan bagus dari seorang mantan menteri ...,joy
"Fully agree pak!  @prabowo + @anismatta (PRabowo aniISMAta -PRISMA). Viralkan PRISMA, (filosofi prisma Gusdur)…",joy
"@Airin_NZ @prabowo Kalau si itu jadi presiden ,ndak kebayang dahh... blagunya pasti lebih minta ampun dahhhh....",disgust
@fadlizon @Gerindra @prabowo Waktu @realDonaldTrump kampanye Zon sampai Dateng bareng @sn_setyanovanto ....siapa ya…,disgust
@fkrntn @takdelok @nenniputrachir @CrystaAdityaR @fadlizon @prabowo @ILC_tvOnenews Susah ngomong ama orang yg gak b…,anger
"Pilih yg Tidak Banyak Umbar Janji n selalu mengatakan InsyaALLAH dlm bcrnya,bukan Pasti ini, pst itu.Hanya ALLAH Yg…",trust
@ANTONYMOUSCOW @ninitewel @Li3nda_ @basuki_btp @prabowo Benar begitu kebenaran sejati hanya milik Allah SWT yg hakiki..,trust
"@prabowo “Setelah pembangunan insfrastruktur selesai, tahapan berikutnya adalah investasi di b…… #RakyatB3rsamaJKW",joy
"@detikcom @fadlizon @prabowo @jokowi Jika bang @fadlizon tidak memuja pak prabowo barang sehari ,apa jadinya gan??",anticipation
"@MataNajwa @NajwaShihab @jokowi @prabowo @cakimiNOW sosok yang tepat,",trust
"@ichsanas_real @jokowi @wiranto1947 @SBYudhoyono @prabowo @ZUL_Hasan alhamdulillah, dengan adanya safari politk, ma…",joy
@eliya_mkom @prabowo @jokowi G akan pernah setuju.mau jokowi jadi bakal calon wapres..g Akan gua plih #ASALBUKANJOKOWI,disgust
@tempodotco Emang anda @prabowo benar2 paham dan tahu detail isi undang2 nya itu Pak? \nAtau cuma sok tahu dan ikut2…,anger
@Sutopo_PN @AmbarwatiRexy @RadioElshinta @jokowi @prabowo \Jokowi punya kesalahan ini\,trust
@marinayuniawati @carina_niken @fadlizon @Gerindra @prabowo Haaaaa..Org Benci Klw Gomong macama itu ye.padahal Muka…,anger
"@fadlizon @Gerindra @prabowo Kalau sempat terjadi prabowo capres nya pak joko widodo,mending kami sekeluarga ga milih....",disgust
@CintaNKRI12 @Bromatra @fadlizon @jokowi @prabowo Pasti jokowi presidenku lanjutkan,trust
"@RhomaIhrama @detikcom @jokowi @prabowo Bisa korupsi berjamaah. Semua dapat, semua menang!",anger
@Daifa8 @ichsanas_real @jokowi @wiranto1947 @SBYudhoyono @prabowo @ZUL_Hasan silaturrahmi akan terus membawa berkah,joy
"@deandry @EdiIswardi @mahendradatta @prabowo Mari kita seluruh umat yg Haq imannya cerdas dlm analisa semacam ini,…",trust
"@prabowo “Setelah pembangunan insfrastruktur selesai, tahapan berikutnya adalah investasi di b…… #RakyatB3rsamaJKW",trust
"@CintaNKRI12 @Bromatra @fadlizon @jokowi @prabowo boro boro buat mimpin negara, lah wong mimpin rumahtangga aja ga mampu",anger
@jawapos @fadlizon Benar pak. Tidak cocok 100% jika Bapak @jokowi berduet dengan Bapak @prabowo.\nBapak H Ir. Joko W…,anticipation
Amien Rais meyakini Prabowo Subianto bakal mengalahkan Joko Widodo dalam pemilihan presiden 2019.,trust
Yakin boleh saja. Asal jangan membabi buta &amp; menghalalkan segala cara untuk mewujudkan keyakinannya ( prabowo menga…,anticipation
@fadlizon @Gerindra @prabowo Belum ada dalang yang menikah sama wayang,anticipation
"@AryoDjojo Apabila Pemerintah Memiliki Renstra Pendidikan Yang Jelas, Nyata &amp; Berbukti, Maka Indonesia Akan Hasilka…",trust
@Gerindra Cieeee...ketauan gubernurnya yg kader Gerindra mengijinkan TKA...gak malu min???,anger
@tomahawkriders @NU_rhs @RestyCayah @habiburokhman @fadlizon @Gerindra Kasih unjuk bukti gih lo poto trus di upload…,joy
"SANGAT SETUJU!!!...MEREKA ADALAH RACUN BAGI PEMPROV DKI, Anies-Sandi Harus Copot Semua Loyalis Ahok…",joy
@Gerindra Ironi negeri ini....  Banyak pengangguran...  Tapi Pemerintaj Jokowi malah impor pekerja aseng...,sadness
@rockygerung Asyik dah.. akan ada gorengan baru dari berita @tribunnews and friends..\nBahwa Prof @rockygerung telah…,joy
"@selaluindo @ronavioleta @Intel_FPI @PBB2019 @Gerindra @PKSejahtera Klo kata si Moeldoko, \itu kan soal persepsi, sudut pandang.\",trust
"@PKSLiberal @Gerindra Ebong suka yg begini, hehehe...\nSuka ngungkit masa lalu orang ya, ga bagus bong, ntar kualat...",anger
@Gerindra @prabowo jika menang pun kalah dimata Allah. \nhebat dong partai Allah. bisa main curang. \nkita catata dan simpan,fear
@Gerindra Disini byk cebong akut,disgust
"@TeriakanAnak @kompascom @aniesbaswedan @Gerindra Prinsip mereka : 'dikibuli taon depan demo lagi, trus dikibuli lg…",disgust
@Aryprasetyo85 @Gerindra Klo kgk nyolong ndk bsa tebar pencitraan karena ndk pnya prestasi sama sekali jadinya hrus…,disgust
"@kangdede78 @CH_chotimah @prabowo @Gerindra  uang negara hitung, noh pajak dibayar dong.memalukan",anger
"@SangarjunaCool Oke lah kalo gitu, gue sih bukan fans PDI-P tapi yang jelas gue anti @pksejahtera @Gerindra dan…",disgust
@Gerindra Bikin ketawa aja gerinda no bukti cuma asbun aja hahahahahah tergerus makin partainya jauh dr yg diimpika…,anger
@afaymf @aniesbaswedan @LACity @NinaHachigian @prabowo @Gerindra Makan dah tuh bahasa tubuh,anger
@Gerindra @prabowo Mang mau koalisi ma partai mana...bukankah pks masih bingung min...,anticipation
"@AdrianAchmad @Gerindra Alhamdulillah... tdk usah ngejar ke negri Cina, belajar disini saja, kan Cina nya sdh ada t…",joy
"@AlFarruq17 @GarisPutihku @Gerindra @prabowo Ach basi ... bisa nya cuma nuntut, mau enak nya doang... sdh kerja...…",anger
@jonrirayon @topimiring2019 @Gerindra Masa gemetar sih ?\nPlonga plongo dl ya,disgust
@Gerindra @Namaku_Mei @BangPino_ @prabowo @rmolco yang ikut poling dari Fz mana nih....robot kok tidur?,fear
Mana mata siad iqbal @FSPMI_KSPI .. ahh.. pasti pura2 ga tau.. pura2 ga baca berita.. pura2 ga nonton tv..,anger
@bintangku206 @redaksi_telusur Pns yg ikut  berpolitik memang seharusnya di  non jobkan....@aniesbaswedan @sandiuno…,trust
@jokowi @prabowo @PDI_Perjuangan @Gerindra @KPU_ID  Deklarasi G-PULEGRES Gerombolan Pencari Uang Caleg dan Capres *Serius Butuh Pisan -SBP,trust
@Tjokroz @chicohakim @prabowo Dulu saya pendukung jokowi sebaiknya loe diam saja,anger
@Ammar230214 @HipHop74934648 @Gerindra @fadlizon @prabowo Ngeriiiiii,fear
"Engga perlu gaya2an metal nonton metallica, engga perlu kelaguan chopper2an, tinju2an. Cukup main gendang aja udah…",joy
"@prabowo Ini toh orang yg sujud2 menyembah makam, katanya calon presidennya umat, katanya deket sama orang2 muslim?…",anger
"@chicohakim @prabowo Bisa gk di jelasin ,tadi pagi saya ss di poling iwan fals nilai prabowo 49  kok di sore nya ti…",fear
"@AureliaInsight @prabowo hahaha dah ketebak paling sampe disitu doang alias cetek. kedepan lebih smart lagi mas, he…",disgust
@chicohakim @prabowo Ane baru paham kalo sapi mringis gmn.,joy
"@chicohakim @prabowo Kalau ini acara Stand Up, Bang Adian berhasil ngeroasting prabowo dan tagar fiksi 2019. Prabow…",joy
"@chicohakim @prabowo Kebanyakan tagihan ya gitu, ngga sadar mukul muka sendiri",anger
@prabowo @maz_doels Jgn lagi sujud dikuburan ya pak,disgust
@Yamin_anunu @fadlizon Ya Ga Mungkin Lah Bang.  @fadlizon  Bilang Planga Plongo Ke @prabowo ..!!  Semua Juga Menafs…,anger
@prabowo Doa kami semoga bp jadi penyelamat negara ini.,trust
@iwatikk @chicohakim @prabowo coba cek jumlah yg vote nya mas...,anticipation
"@chicohakim @prabowo Ups.........masih bingung ini baru bangun, ada apa ini? Apanya yang belum apa-apa, bg? Kaosnya…",joy
"..@prabowo :survey itu tergantung siapa yang bayar. kita punya survey sendiri. hasil kita bagus.\n..eeh, puskaptis i…",joy
@Fey46260988 @HipHop74934648 @Gerindra @fadlizon @prabowo Ihhh..\nSerem yg temenan sm tuh partai...,disgust
@prabowo Untuk kesejahteraan rakyat boos president's 2019,trust
Ketika @jokowi ziarah ke makam..\nBani kamprer: \#$&amp;@!*(?♡¥♡!!!\n\nKetika @cakimiNOW ziarah ke makam...\nBani kampret:…,joy
Menolak lupa. Prabowo pernah mengancam Gus Dur.,fear
Bukannya Gus dur malah pernah bilang pemimpin yg sunguh2 utk negara adalah @prabowo,trust
@EdyIlham7 @angkusanang @Geyeliciusss @prabowo Duuh..emang dia sholat disitu ya? Bingung...,disgust
@9111_dans @prabowo @Gerindra  tlong klarifikasi yg benar yang mana?,anticipation
"@YonghongLi_ar @Gerindra @jokowi @prabowo ada pertimbangan ,,  :v CETAK TERUS SAMPE INFLASI",joy
"@chicohakim @prabowo Blm ada loe udah panik ,percayA deh sblm jokowi lunasi janjinya sudah byk pendukungnya yg minggat",anger
"Coba @Gerindra klarifikasi dulu, apakah spanduk ini hoax atau bukan. Kalau hoax, tolong update foto aslinya, kalau…",anticipation
"@embah72 @prabowo Kalo pak jokowi dikatain syirik, lepas sepatu kemakam diributin, pake sepatu ke makam juga diributin. Maunya apa??",anger
@Riffa_Daihatsu Para Modifikator Kembali Gelar Kontes di Bandung #Daihatsu,trust
Para Modifikator Kembali Gelar Kontes di Bandung #Daihatsu,trust
Posisi Persib Melesat Usai Taklukkan Persipura 2-0\n\nPersib Bandung meraup hasil manis saat melawan Persipura Jayapu…,joy
SBY Optimistis Nurul Arifin Memenangi Pilkada Kota Bandung @na_nurularifin #BandungGeulis #BandungHarmonis…,joy
"Hantam Persipura, Maung Bandung Mengamuk #Persib",joy
"Curug Cikaso, kecantikan tersembunyi di Sukabumi #Wisata #Destinasi #Travel #Liburan #Sukabumi",joy
Sinyal XL daerah Bandung nyerempet Pluto bapuq banget elah kzl...,anger
Mau cari Rumah di Bandung harga MURAH..? Hubungi: 0856-2188-325 kami siap bantu Anda mencarikan Rumah Idaman sesuai budget anda ^_^,joy
Persib Bandung Menang 2-0 atas Persipura Jayapura di Pekan Kedelapan -,joy
"Hantam Persipura, Maung Bandung Mengamuk",joy
@DTC_INDONESIA Para Modifikator Kembali Gelar Kontes di Bandung #Daihatsu,trust
@vikingcimahifc Si nganu tea atuh hasil didikan Bandung..,joy
"Hantam Persipura, Maung Bandung Mengamuk | Link:",joy
@vintageeks NANGIS DARAH DR BANDUNG NI SAYA,sadness
@xiaomiindonesia Kami bandung harese yeuh allahuakbar:((,sadness
Persib Bandung Menang Meyakinkan atas Persipura Jayapura -,joy
"@drik_septiana @LambeyNyengir Geus cicing teu apal nanaon mah, btw geus di upahan bieu orang lembur eleh ku orang bandung :))",disgust
@rlthingy Terus pernah kebelet pipis di tempat wisata di bandung pas sampe toilet pipis duluan celananya baru turun…,disgust
Gerakan mengayuh sepeda membuat jari kaki terus mencapai pedal. Ini merupakan peregangan yang bisa membuat kaki leb…,joy
@DaihatsuInd Para Modifikator Kembali Gelar Kontes di Bandung #Daihatsu,joy
Salut! Dua Pemain Persib Bandung Salurkan Semangat Sepak Bola kepada Atlet Difabel,joy
Laporan Pertandingan: #Persib Bandung 2-0 #Persipura Jayapura: Duet N'Douaasel dan Bauman kembali menyumbang gol un…,joy
Persib Bandung Takhlukan Persipura,joy
"@arfeffendhi sayangnnya saya di sedang di Bandung euy,",sadness
PERSIB BANDUNG GULUNG PERSIPURA 2-0 DI STADION – Persib Bandung tampil meyakinkan saat…,joy
@idTunasDaihatsu Para Modifikator Kembali Gelar Kontes di Bandung #Daihatsu,trust
Paket Masker Akupunktur Bandung. Murah Banget Loh. Cuman 70Rb. Utk 5 Minggu 10x Maskeran. Dpt Free Kuas Lagi. 08992000244,joy
Salut! Dua Pemain Persib Bandung Salurkan Semangat Sepak Bola kepada Atlet Difabel,joy
"Masih ada berita duet @jokowi dan @prabowo jika boleh usul, gimana @prabowo dan @jokowi #GantiPresiden2019 @Gerindra",trust
Rame ini acara om @gaibfiles #POLEMIKCoprasCapres di @mnctrijayafm nama nama @jokowi @prabowo @susipudjiastuti…,joy
@dewa_urc @sorrambu @fadlizon @Gerindra @prabowo Apa urusan nya Gwe Muslim apa bukan...,fear
\Secara alami perempuan selalu memberi perhatian kepada anak- anak dan keluarga. Itu yang membuat gerakan perempuan…,trust
"Kartini memperjuangkan kebebasannya untuk mendapatkan jati diri perempuan, sebagaimana laki-laki juga sekaligus teg…",trust
"@LawanPoLitikJKW nah saya ingin\n\n@SBYudhoyono + @prabowo bersatu. \n\nuntuk pak @jokowi ,mohon maaf sebesar besarnya sy ingin presiden baru.",trust
"Pak @aheryawan salah-satu gubernur yg menurut saya sukses di Jabar. To be fair, jadi mendagri cukup pas. Dan ya, ini subjektif",trust
"Cocok mendagri pak @aheryawan,  klo presidennya @prabowo, wapresnya @anismatta",trust
"@armanpaluta @prabowo Bpk @prabowo,Seluruh Rakyat NKRI Dari Ujung Ke Ujung Pasti Membela Bpk.Bpk Jgn Takut Ya,TUHAN…",joy
"@asatriahtg @RamliRizal @prabowo Pintar,  berani dan banyak terobosan. \nIde dan gagasannya jauh kedepan, \nMerubah m…",trust
@prabowo yang terhormat Bapak Prabowo pejuang ketidak adilan dan mengembalikan Indonesiaku. Saya salah satu pengagu…,trust
"@helmifelis @LawanPoLitikJKW @prabowo @Gerindra Bhahahaha nonjok banget tuh namanya, bhahaha @SayangJKW bhahaha culun banget",anger
halahh guru kuda/jongos nya @prabowo aja orang asing koar2 ngga mutu...bercermin lah selama tidak mennganggu \asing…,anger
@LawanPoLitikJKW @SBYudhoyono @prabowo @jokowi sama pak. \n\ncc : pak @fadlizon semoga harapan ini terjadi.,joy
Prabowo tak perlu dilemahkan. Krn faktanya mmg sdh lemah. Mau dipaksakan? Ya monggo. Ada yg sgt mengharapkan JKW mulus 2 periode.,trust
Kemaren-kemaren getol pengin #2019GantiPresiden dgn jagoannya @prabowo ..\nKoq sekarang jadi lemah syahwat…,anger
@fadlizon @Gerindra @prabowo yang ini ekspresi nya lebih adem...,joy
11. Admin ingin bertanya; Apakah dengan adanya dosen asing di lembaga pendidikan yang notabene adalah alat untuk in…,anticipation
"Waduh kasihan @prabowo punya admin partai kek gini. Bukankah wowo lulusan skolh di LN, si FZ jg lulusan LN. Didit (…",sadness
Kebencian membuat kalian jadi tempurung.,disgust
@LawanPoLitikJKW @prabowo @Gerindra Itu lah politik..lebih menghargai lobi...lobi bisa mengalahkan segalanya....hhm…,fear
Satu gambar dapat menjawab dan menjelaskan banyak hal☺️,trust
"Nasib @prabowo yg jelek, dr juragan skarang pengen jd presiden tp ga ksampaian, sakitnya tuh disini.....",joy
"@XqcMlk @prabowo @fadlizon @Gerindra @MardaniAliSera @AnnaSuezann @rajawaliNKRI Knp mesti pake masjid, kmrn jenazah…",fear
"@fadlizon @TribunWow @Gerindra komen perjilid2 apa di bayar Tweeter, gajimu dibayar masyarakat waktunya anda kerja…",disgust
"Tokoh2 @PKSejahtera, @Gerindra, @Official_PAN belum ada suara mengutuk aksi biadab terorisme..? @DPR_RI",anger
Byk Pencitraan Lo @Gerindra !!! bknlah kalian2 yg menghambat uu terorisme ?????,anger
"Klw Kalian Pihak \PDI Dan GERINDRA\ Berantem.,Silahkan Berantem Sendiri..!!!\nJangan Bawa2x Kami \Rakyat\ Yang Selal…",anger
@Gerindra @fadlizon @MayjenSudrajat @syaikhu_ahmad @prabowo Gerindra kok malah dukung HTI dan Teroris? Tdk bela POLRI berantas teroris,anger
@Gerindra Aamiin yaa Robb,joy
@kompascom Gerindra tak pernah mencalonkan sbg wapres.. Gerindra memberi mandat kpd Prabowo utk maju menja Calon Presiden 2019..,trust
"Gerindra, PKS dan PAN adalah partai yg menolak revisi UU Terorisme.  maaf kalau saya jadi berfikir anda pembela teroris",fear
@RubiansyahPadel @DwipanggangArya @detikcom Ketuanya orang Gerindra,joy
"“@rendranila: “@jpnncom: Teror Bom di Surabaya, Gerindra: Kok Kecolongan Terus? #bomdiSurabaya kecolongan atau ...",fear
IndonesiaRaya,
@Gerindra dan kader2 mu selalu mengeluarkan pernyataan Pembelaan thdp aksi terorisme ??,anger
@yusuf_dumdum @Miloscentipede1 @fadlizon gerindra partai yg menolak perpu ormas yg radikal yg anti pancasila,anger
"@fadlizon Anda sudah melakukan apa? Kebanyakan teori &amp; gaya. Sebagai huk guknya Gerindra, you are doing a good job!",disgust
@digembok Partai ini memang sudah disusupi Teroris dari Divisi Politik. Pusat Partainya Teroris itu ada di PKS. Lal…,disgust
"@kompascom Apapun yg dilakukan pemerintah, akan buruk dimata gerindra pks dan pan ( amin rais ). Itu fakta",trust
"@fadlizon @TribunWow @Gerindra Menurut analisa saya sasaran teroris sesungguhnya itu bukan rumah ibadah lagi , Suda…",trust
@addiems Kader @Gerindra satu itu memang kacrut dan bangsat.,anger
@fadlizon @TribunWow @Gerindra Jancuk..masak teroris di samakan kasus novel Baswedan....,anger
"@vaiyo @imanbr @Gerindra @prabowo pake otak mblo, yg pny alat itu negara, kok larinya ke @gerindra.",anger
@Gerindra apa kabar RUU antiteror? \nmunafik!,anger
"@fadlizon @TribunWow @Gerindra Menengguk habis kuah indomie, micin nya berasa di otak :)",joy
@sihotang_yulius @detikcom @fadlizon Pasti ada korelasi nya. Gerindra dan antek anteknya ini adalah musuh negara!,anger
Ya ampun kadermu kog spt ini @gerindra ??,disgust
"@detikcom Ketua RUU terorisme muhammad syafi'i kader gerindra. Polisi dibuat tak berdaya, TNI dibuat hanya menjadi…",fear
"@DodyMaulana__ @addiems Ketua panitianya Mohammad Syafi'i dari partai Gerindra, balak item dua dijidat",disgust
@fadlizon Saya bersumpah demi Allah tidak memilih @Gerindra,joy
Teroris yg paling berbahaya adalah teroris yg duduk di parlemen dan mempersulit atau menolak Pengesahan UU terorisme,fear
"Nih baca jgn nunjuk2 pihak lain, tugasnya sbg yg ktanya wkl rky sgt mmuakn @DPR_RI @Gerindra @PKSejahtera @fadlizon",anger
@WisnuAHart @Raka67752334 @fadlizon @TribunWow @Gerindra bukan mas boos setengah iblis podo ambek peno.....,disgust
@fadlizon @Gerindra @prabowo Yg bener kemenangan trup inspirasi kegagalan fz di th 2019,joy
@fadlizon @Gerindra Saya orang jabar terus terang gak butuh aher berikutnya,trust
@Gerindra Polisi dan intelijen negara kecolongan,fear
DPR RI: Sahkan Undang Undang Anti Teror Secepatnya! - Tandatangani Petisi! via @ChangeOrg_ID,anger
"@Gerindra @fadlizon Tuan yg TERHORMAT yg katanya Wakil Rakyat.. jgn hanya nyinyiir blg pemerintah lemah, IYA DILEMA…",anger
@PKSejahtera @Gerindra @prabowo @aniesbaswedan @hnurwahid @msi_sohibuliman @PKSTV @salimsegaf Sangat disayangkan An…,sadness
@addiems @Gerindra @fadlizon @Official_PAN @PKSejahtera @Fahrihamzah tanya mereka nih om,anticipation
[VIDEO] Ringin Gerindra: Selamat #Milad20TahunPKS,joy
Partai @gerindra BANGSAT\nPENDUKUNG TERORIS,anger
#2019AS2Periode\n•••\n\Minggu hari ini banyak tamu yang datang. Pembicaraan fokus ke #AdiSaroso2PeriodeDPRD2019…,joy
@fadlizon @TribunWow @Gerindra Asuuuu apa coba hubnya sama kasus novel. Preettt,anger
"Setya Novanto 'Menghilang', Pengacara: Ada Tugas Negara, Sangat Urgen",anticipation
Idrus Marham: Setya Novanto Mangkir Atas Saran Pengacara,trust
Idrus Marham: Setya Novanto Mangkir Atas Saran Pengacara,anger
Setya Novanto Sempat Minta Pengacara Menemuinya di Rumah,trust
Pengacara Setya Novanto Siapkan Bukti Bongkar Borok KPK,anticipation
Pengacara Setya Novanto Siapkan Bukti Bongkar Borok KPK,anticipation
Pengacara Setya Novanto: Kita Diperkosa,disgust
"Din Syamsuddin Jadi Utusan Presiden, Setya Novanto: Jokowi Menunjuk Figur yang Tepat",trust
Setya Novanto Sempat Minta Pengacara Menemuinya di Rumah,anticipation
Waduh! Pengacara Setya Novanto Mengancam Bongkar Borok KPK,trust
Pengacara Setya Novanto Siapkan Bukti untuk Buka Borok KPK,anticipation
Pengacara Yakin Setya Novanto Masih Di Jakarta: Beliau Bukan Pengecut,trust
Setya Novanto Menilai Perekonomian Indonesia Semakin Membaik di Tangan Jokowi-JK,joy
Agung Laksono: Keyakinan Kami Bahwa Setya Novanto Tidak Bersalah Adalah Benar,trust
Pengacara Setya Novanto Sebut Jusuf Kalla Bikin Gaduh,anger
