username,full_text,topic,predicted_label,probability_emotion
ha31498,@TimnasIndonesia Timnas putri mulai bangkit juga nih belajar dari kesalahan kesalahan,1,Anger,0.20717428624629974
bangsawan_caur,@GIBOLofficial Gw bayar 850rb cm mau nyanyi Indonesia Raya Timnas Menang Nyanyi Tanah Airku eh malah dia yg nyanyi.. RUSAK,3,Anger,0.2834685742855072
24hourindonesia,Erick pastikan jadwal Liga Indonesia beri kelonggaran persiapan timnas https://t.co/mAH0d0ZGxo,1,Joy,0.44353529810905457
soundofrigel,banyak fans k-pop yg (berlebihan) masuk di timnas indonesia. iki hubner dudu tehyong mbak dan dudu jungkok padahal cu a on.,7,Joy,0.592104971408844
dombayghilang69,THOM HAYE GADA OBAT WOII GARUDA NI BOSS #TimnasDay #TheAstronautHasLanded #WelcomeHomeOurAstronaut #WelcomeBackJin #fyp #viral #xyzbca #timnasindo #timnas #persib #persebaya #pssi #indopride https://t.co/aU0uaC07Kb,4,Love,0.26522132754325867
arthrw_,selain doa timnas ben menang pemain e sehat kabeh fans e ra aneh2 do berdoa o ben ra pernah segrup meneh mbi qatar asu,3,Joy,0.39591068029403687
luckyhendriawan,sebagai bobotoh saya udah tau ini chant udah ada dari dulu jauh sebelum rame di bandung. Tapi banyak yang klaim kalo suporter timnas ngikutin suporter persib Ga suka timnas it s up to you tapi janganlah kebencianmu terhadap suatu kaum mendorong kamu untuk berlaku tidak adil ,4,Neutral,0.33966320753097534
detikcom,Calvin Verdonk tampil menawan di laga debutnya bersama Timnas Indonesia. Ia begitu aktif menyerang dari sisi kiri untuk membawa Garuda menang atas Filipina. https://t.co/A27ZHFsHQZ,9,Anger,0.2928102910518646
vibounce,@Liyach4 Yang nyanyi inisiatif suporter timnas ,1,Joy,0.229182168841362
tomskenedy,@FajarMei925970 @garagarabola_ sekeren itu timnas kita sekarang,3,Joy,0.5448033213615417
azahraa_103,@bilbizzlee @biwbiwthingz @fangirlinghouse CONGRATULATION TIMNAS KEBANGGAAN KITA SEMUA Smga kedepannya semua pemain Timnas selalu sehat selalu dlm lindungan Tuhan smga selalu jd kebanggaan kita smga semakin sukses &amp; makin bnyak prestasi &amp; pencapaian hebatnya aamiin SO PROUD OF YOU TIMNAS YOU ALL THE BEST https://t.co/MdUV6O24Rw,7,Joy,0.7158113121986389
sidiq90s,@adnardn Gw jg mikir gitu ini yg ngundang anang bener² apa gak pernah liat timnas main home dah ,3,Anger,0.3455616235733032
gabiyellla,Kemarin tuh dari pagi sampai sore aku kena sial meluluuuu terus sebelum match mulai aku bilang ke adikku gapapa dah aku sial AKU SERAP SEMUA KESIALAN biar Timnas lancar hari ini bjrot Puji Tuhan menang keren banget Timnas ,3,Joy,0.8367635607719421
WartaKota5,Aksi Panggung Anang di GBK Disoraki Suporter Timnas Indonesia Jadi Trending Topik https://t.co/rCvNup9jz0 lewat @tribunnews #anang,3,Joy,0.4652922451496124
Herry626_,@GIBOLofficial Sepertinya mau naikin elektabilitas partainya karena sebelumnya beberapa kadernya cukup mengusik pecinta bola selain gagalin tuan rumah pildun u-20 yang terakhir pernyataa bodoh ngatur komposisi pemain timnas harus 60% dari lokal,1,Anger,0.4025128185749054
lebakbansel,Timnas Indonesia Lolos ke Putaran Ketiga Kualifikasi Piala Dunia 2026 Satu-satunya Wakil ASEAN https://t.co/1TV2a2k2F2,1,Love,0.2859313189983368
ganilukmanul,@bekokjin atos a atos keun weh timnas batur iyeuh ,3,Anger,0.25632449984550476
fiaaacu,Anak lanangggg dr awal debut bareng timnas emang udah keliatan bgt dewasanya,3,Joy,0.21546481549739838
kapucinosenja,Akhirnya Terungkap Ternyata Ini Alasan Anang dan Ashanty Menghentikan Nyanyiannya dan Disoraki Suporter Timnas Indonesia https://t.co/jshjEqPBvd Anang Ashanty Thom Haye #TimNasDay Viral,4,Love,0.3949008584022522
gabiyellla,Mewek di TJ melihat foto-foto selebrasi Timnas ,1,Joy,0.2677598297595978
mitsukci,hoax kan cuk? dm w ngos ngosan ini,3,Neutral,0.2575399577617645
triwantororudi,@Cherylly8 @adityanaf30 @Indostransfer SALAH !!! HAK SIAR SUDAH MILIK EMTEK GRUP INDOSIAR SCTV BROW. MNC TERAKHIR NAYANGIN TIMNAS PAS LAWAN IRAQ ,2,Anger,0.2651432752609253
0852_3195,Sejarah yang bisa dibanggakan itu kalo pemain timnas seluruhnya pemain lokal bukan mayoritas naturalisasi. Dari semua bidang yang ada di Indonesia hampir semuanya dikuasai orang asing salah satunya sepakbola https://t.co/Xu6GVOtfgo,3,Sad,0.3240211009979248
Hazardous10__,Ngewa steh goblok kot timnas wae di senggol. Te kudu lelewiheun.,4,Anger,0.2846524715423584
tempodotco,Timnas Irak Kalahkan Vietnam 3-1 Simak Klasemen Akhir Grup F Kualifikasi Piala Dunia 2026 https://t.co/KNKLWKGh5P #TempoBola,2,Anger,0.23743537068367004
Tirai03,Godaan kalo Timnas main di jam sholat emang agak berat Tapi tetap usahakan isya berjamaah dulu biar tenang pas nonton Timnas main,1,Joy,0.7469531893730164
naarasensei,Mampus wkwkw biar pada kapok tuh seleb seleb yg pada fomo ngeramein timnas,8,Anger,0.24891142547130585
chandrasuh62246,@erickthohir Selamat TimNas Indonesia ketekunan dan kesabaran pasti ada hasil,3,Joy,0.7156341671943665
duertenoppert,@vkwmflf @pra_dypta @Indostransfer jadi yg emtek bisa siarin kalau ada Indonesia adain fmd atau training match kek kemarin sama timnas klompok umur,3,Anger,0.29420042037963867
deniruyianto,Buset fans fanatiknya persib banyak bener yang komen gerah &amp; ribut cuma gara² perayaan timnas loh timnas cokkk bukan klub A klub B. Sama aja kek musuhin suporter se-Indonesia ini mah. Ampun dah ampun fanatiknya ga banget wkwkwk,2,Joy,0.3708460032939911
mitsukci,sanrio bnrn resale mangnya?,3,Neutral,0.3383288085460663
mardhaus,@utdabout Mentalitas yang seperti ini patut jadi standar pemanggilan pemain timnas.,4,Joy,0.4592505395412445
ThohirSyarief,@SiaranBolaLive Timnas keren banget cuyy,3,Joy,0.5976493954658508
detiksport,Calvin Verdonk tampil menawan di laga debutnya bersama Timnas Indonesia. Ia begitu aktif menyerang dari sisi kiri untuk membawa Garuda menang atas Filipina. https://t.co/FgCeDZB2G4,9,Anger,0.32176828384399414
dahlaheriaja,@dwinucleo alasan gasuka timnas ya gini. apa serba di jakarta. karena keseringan di jakarta ampe penduduk lokal se akan akan nge claim kalo timnas itu milik mereka,3,Anger,0.4312955141067505
donmocchino,enaknya bangun pagi setelah timnas lolos 3 besar kualifikasi world cup sama piala asia https://t.co/S85aOziwdc,2,Joy,0.43343767523765564
chaostudef,bisa kali nonton timnas sambil umroh,3,Joy,0.485410213470459
monokurxxz,@id_fm gasabar liat komentar fitri carlina di postingan ig timnas,4,Anger,0.3171162009239197
DJoesma,@unitedarmyfc @FabrizioRomano Kalo STY perpanjangan kontrak dikasih target Timnas Indonesia lolos Pildun &amp; Peringkat 100 besar fifa oleh PSSI. Kalo ETH perpanjangan kontrak kira- kira dikasih target apa ya sama Managemen MU? ,7,Love,0.24262477457523346
tinusflip,Indonesia lanjut ke babak ketiga Kualifikasi Piala Dunia 2026. Itu setelah timnas menang 2-0 atas Filipina berkat gol Thom Haye dan Rizky Ridho. https://t.co/VqpU6R9hk6 https://t.co/xQyTmT9tnq,4,Love,0.3517594635486603
arjunapemanah24,@GIBOLofficial Ini anang yang dulu main di Persebaya kan? Mantan pemain timnas juga to?,3,Joy,0.4216443598270416
adiibojan,Alhamdulillah haji sekalian nonton timnas ini mah,8,Sad,0.257506400346756
okezonenews,Thom Haye Terpukau Atmosfer Stadion GBK saat Timnas Indonesia Sikat Filipina 2-0 https://t.co/j1xV6dX4lv,4,Love,0.2427257001399994
sianakkalem_,@lisaafriliaa @RRNA_27 @nocontextpersib Timnas kita mah lagi libur,4,Joy,0.24686700105667114
officialinews_,@FIFAWorldCup Sejarah! Timnas Indonesia lolos ke Putaran 3 Kualifikasi Piala Dunia 2026 https://t.co/VxhQ7joJUK,7,Love,0.23609086871147156
msmyoibae,Ya ampun Tuhan siapapun lawannya tolong ya Tuhan berikan pemain timnas kami kemampuan untuk menang agar lolos ke ronde selanjutnya 🇮🇩,3,Sad,0.28327831625938416
officialinews_,Timnas Indonesia Satu-satunya Negara ASEAN Lolos ke Putaran Ketiga Kualifikasi Piala Dunia 2026 Zona Asia https://t.co/1tHvfPkZXC,2,Love,0.254610538482666
nugrahaaldyy,Gatau kenapa ini punya firasat timnas bakal mati an masuk pildun sampe round terakhir persis kemarin pas kualifikasi masuk olimpiade sampe play off inter continental,3,Joy,0.3063591420650482
neithenoel,sumpah tidurku nyenyak bgt jir akibat semalem timnas menang keknya,3,Joy,0.6385015249252319
FredArizona,Kalo mau ke Milan brarti udh putus asa masuk timnas ,3,Neutral,0.4339715242385864
shisilf2,bangun tidur dg bahagia krn timnas menang semalem,3,Joy,0.6463553309440613
Hilzawrdn,@idextratime Gak habis pikir timnas sekarag bisa bersaing menuju world cup flash back 5-10tahun yang lalu kita main cuma di AFF AFF dan AFF sekarang kelas kita ASIA bahkan menuju dunia ,2,Sad,0.4072520434856415
tempodotco,Timnas putri Indonesia Kembali Kalahkan Tuan Rumah Bahrain dalam Uji Coba Claudia Scheunemann dan Zahra Muzdalifah Cetak Gol https://t.co/8vIJYPAe19 #TempoSport,7,Sad,0.262444406747818
jedrzejczykz,@theaseanball Bang bangun bang.. update fulltimenya sama timnas putri indo menang 3-0 lawan bahrain...,2,Sad,0.2966998815536499
sulthanboj13,@idextratime eti tolong dong itu fans club yg baru juara di liga dangdut di kondisikan sombongnya ga ketolong wkwk timnas kami per**b ,3,Joy,0.5485069751739502
xcviiftux,@MaartenPaes30 bang paes semoga september dah bisa main bareng timnas,4,Joy,0.45342737436294556
Kayyisaaaaaa,bangga banget happy pokoknya bisa nyaksiin Timnas Indonesia berjuang dari awal sampai akhir dan akhirnya bisa lolos round ketiga kualifikasi Piala Dunia 2026. suka banget sama cara main Thom Haye yang stabil dari awal sampai akhir babak pertandingan salut juga sama Jay Idzes https://t.co/4qaI9qyZzX,4,Love,0.3856757879257202
mxreean,yuk ole gabung ke timnas kita,2,Joy,0.3933655023574829
fauzanprdn,pulang kerja nonton timnas bareng mama ditemani ayam bakar udah cukupsi,3,Sad,0.6247677803039551
DjoeTwahyu,@choymarkochoy @ananghijau Ancene Anang gak jelas blasss lah Kita semua lg bangga²nya dgn Timnas gak liat apa sampe pemain rela berdiri di tengah nungguin lagu yg bisa semakin menggugah rasa nasionalisne eehh malah nyanyi lagu pop piye seh nanang nang Ngerusak mood sampeyan nang,3,Joy,0.4531345069408417
Tesaaaa21,@_shanindira iya cii walaupun beribu ribu tahun lamanya tetap aku tungguin kokk sambil nonton timnas hehe... https://t.co/zHwzbnCDGw,3,Neutral,0.3031587302684784
sulthanboj13,@samsecond_ iya a timnas kami persib https://t.co/vf5Sd3ADcf,3,Joy,0.24114394187927246
cinnamoznroll,congratulations buat timnas indonesia semoga selalu solid dan kompak ya keep improve. i'm proud of you guys!,3,Love,0.2776455879211426
kingoftale,@ikanhijo Mirip baju timnas belanda,3,Anger,0.2694033086299896
ayemspidey,@idextratime @bliblidotcom lebih berharap permainan timnas makin solid dan efektif yang bisa dan tentunya mentalnya juga harus kuat daripada berharap milih milih lawan karena semuanya gabisa diremehkan,7,Sad,0.24816513061523438
tatisamhadi,KUALIFIKASI PIALA DUNIA 2026 Libas Filipina Timnas Indonesia Masuk Level Elite Asia Sejarah lain Timnas Indonesia tercipta dengan melaju ke putaran ketiga. Raksasa Asia menanti Garuda . Baca Kompas https://t.co/3Y89iqhh2m @hariankompas,1,Joy,0.5736529231071472
tempodotco,Aksi Kompak Timnas Indonesia-Filipina Tutupi Adrian Ugelvik yang Cedera https://t.co/ZYIS6PPn8W #TempoFoto,2,Love,0.3374776542186737
kaliuskulus,@Apaajalah171 @GIBOLofficial Harusnya cari tau kalau tradisi supporter timnas itu gimana gak asal terima undangan,4,Sad,0.27843204140663147
anak_pak70526,@Letterrnjnn Percuma juga bagi yg di luar negeri aplikasi vidio gak bisa di gunain kalo laga timnas,3,Joy,0.2486419379711151
kayarayaaaaa,@revengeeeee_ @idextratime @bliblidotcom Yg ada timnas kita yg mampus. Mereka curang bgt. Lawan India aja curang.,3,Anger,0.2110666185617447
vkwmflf,@pra_dypta @Indostransfer dikibulin pssi kah emtek 75 miliar ini wakakakaka cman bs nayangin timnas kelompok umur,3,Anger,0.41827937960624695
Bryananda19,Berapa sangat beruntungnya timnas kita.....,3,Anger,0.23354572057724
ian_adriansyahh,@MaartenPaes30 Kapan nikh join timnas,3,Joy,0.23960772156715393
inilahdotcom,Timnas Indonesia menorehkan sejarah sebagai satu-satunya tim dari Asia Tenggara yang lolos ke babak ketiga Kualifikasi Piala Dunia 2026 Zona Asia. Pen... https://t.co/Bv2LKLrEvJ,3,Joy,0.4423210322856903
actorhanbin,Im so glad 2024 me menemukan interest baru yaitu sepakbola dan bisa ikut hype timnas negara w yang super keren ini ,3,Sad,0.2886046767234802
areeeno_,@idextratime Realistis yuk teman-teman setidaknya timnas sudah mencapai hasil yang luarbiasa dengan lolos ronde ke 3. Boleh optimis tapi jika hasilnya kurang maksimal tolong jangan hujat sana sini ya :) Yuk bisa yuk demi sepakbola indonesia yang lebih baik,3,Anger,0.22212527692317963
friskafitrianis,Sungguh senang melihat timnas di era sekarang nontonnya jadi rame. Inget dulu yg ditonton cuma madrid madrid dan madrid wkwkw ,3,Joy,0.3573341965675354
Binsuscom,Timnas Indonesia Lolos Putaran Ketiga https://t.co/7Y5s31TQBb,8,Love,0.29732629656791687
anggaimaginer,@Austin16_ @SiaranBolaLive Trus pengelola GBK dapat duit dari mana kalau cuma boleh buat dipakai timnas? Itu Wembley dipakai konser dipakai buat final Piala FA dll. Aman-aman aja.,4,Anger,0.2050778567790985
inisialR72_,@idextratime Klo pemain-pemain ini beneran jadi. Kayaknya musuh terberat timnas cuman QaVar sih,4,Neutral,0.3622046709060669
RestuRagil15578,@UpdateBolabola Bgst lah. Mana vision + berbayarnya jg geje. Udah beli paket sport eh timnas main harus beli lagi,3,Sad,0.260843962430954
mochithaitea,feeling gua abis ini timnas u18 juga bakal ikutan gacor sih diliat dari performa timnas putrinya enih emang kudu dapet pressure dulu baru bisa gacor,3,Sad,0.4214405119419098
mitsukci,@Txtmlbb @evosesports_ @onic_esports semoga onik epos winnm msc aamiin @dimsumpandaa,3,Love,0.22424869239330292
elznaen,@13sihirterakhir @PantauManCity @marca @Sport_Witness Target udh kecapai? Apalagi ini musim paling lama pep di sebuah klub bisa jadi juga mau rehat/ngelatih timnas,9,Anger,0.2414349764585495
VIVAbola,Terpopuler: Pemain Timnas Indonesia yang Mualaf PSSI Mulai Cicil Utang Rp70 Miliar https://t.co/E7lX4wR3Zm,3,Joy,0.33326616883277893
mil4nisti48,Gak heran pemain yg ditakuti Timnas Indonesia,4,Anger,0.3180619776248932
tvOneNews,Media Korea Ternyata Sudah Prediksi Nasib Timnas Indonesia Sebut Skuad Shin Tae-yong Lawan Filipina akan...: Ternyata media Korea sudah prediksi nasib Timnas Indonesia di kualifikasi Piala Dunia 2026 zona Asia. Sebelum kalahkan Filipina begini kata https://t.co/zsgv4DWSmF https://t.co/dgeo4nLd1C,1,Anger,0.4846706986427307
bolacomID,Hasil Kualifikasi Piala Dunia 2026 Zona Asia: Timnas Indonesia Gendong ASEAN Vietnam Menyedihkan https://t.co/ySrzYkAalw,2,Joy,0.6462284326553345
hyjiniii,Amit² dah kalo ketemu timnas lagi,4,Sad,0.3031749129295349
imamsutrisna7,@raumdeuterzz @Indostransfer @AMFTervaf Sepakat. Irak jadi patokan karna sebelumnya kita kalah 2x lawan mereka di kualifikasi. Meskipun peluang menang kemarin adaaa.. Dan ini jadi ajang tolak ukur kira kira timnas kita sudah sejauh apa perkembangannya.. Semoga semakin berkembang sebelum R3 dimulai,2,Sad,0.3190084993839264
FimaBerlian12,Sorry ye Timnas kami adalah persib,1,Joy,0.29290127754211426
edvan_p,@00beinghuman @SCTV @Indosiar D rusak sama anang pas FT yg harusnya momen supporter ama timnas dgn lagu Indonesia pusaka bagimu negeri dan garuda clap.,3,Joy,0.2783505320549011
FarelUsuf14155,@cowobangkit So asik om euy nu puguh asik mah timsun timnas sunda (Persib) #heureuybobotoh,3,Anger,0.28068745136260986
Lukman__14,@UpdateBolabola Yeay terus tingkattin Timnas,3,Joy,0.291229248046875
YeHA_18,@TrollFootball Busuk banget ni timnas QAVAR,6,Joy,0.23105940222740173
MSNindonesia,Hasil Kualifikasi Piala Dunia 2026 - Disingkirkan Timnas Indonesia Vietnam Kian Merana Usai Disikat Irak https://t.co/0pagdFNqFc,2,Joy,0.38987311720848083
uuuucandoit,Sehat2 sayang yg lebih milih nemenin aku yg lagi tantrum daripda liat bola pdhal aku tau di pgn bgt nobar timnas yg lagi main,1,Joy,0.5930293798446655
suaradotcom,Presiden Joko Widodo menilai semua masyarakat pasti senang atas lolosnya Timnas berkat kemenangan malam ini.,1,Neutral,0.23808708786964417
suaradotcom,Jokowi menonton langsung laga Timnas Indonesia vs Filipina di Stadion Utama Gelora Bung Karno Selasa (11/6/2024). #TimnasDay https://t.co/jAtgcONkO4,3,Neutral,0.27727165818214417
Bolanet,Deretan momen menarik di laga Timnas Indonesia vs Filipina semalam! https://t.co/eOWVCd2Eg6,3,Joy,0.38866350054740906
Kurohasi49,Timnas lolos round tiga kualifikasi ten hag stay di emyu. bahagia bgt sialan ,1,Love,0.30343472957611084
koio__16,@UpdateBolabola Duh ajg di Rcti sial mulu Timnas cok!,4,Joy,0.26280784606933594
tempikless,Thom haye ini selalu keren walaupun skrg udh jarang pemain tipe playmaker thom haye ini bener bener asset banget buat timnas emang pemain terbaik timnas untuk skrg sih,4,Anger,0.30803292989730835
trustissuesPeps,Wkwkw yg diharapkan seluruh pendukung timnas,3,Joy,0.3466618061065674
danieljehse,Kalo gue perhatiin timnas INA lebih sering menang kalo pas tanding pake jersey yg warna putih entahlah apa gue yg salah tafsir atau emg kebetulan aja begitu... #TimNasDay #FIFAWorldCupQ2026 #INA,3,Anger,0.3182961344718933
inilahdotcom,Gelandang Timnas Indonesia Thom Haye menyampaikan perasaannya setelah mencetak gol perdana untuk skuad Garuda saat meladeni Filipina dalam laga pamu... https://t.co/7mtBhn85Lm,4,Joy,0.30959856510162354
parkhancok,@idextratime @bliblidotcom mau ga lolos pildun timnas uda bikin sejarah. gua gamau ekspek gede. menang syukur kalah yaaaaa.. jangan jadi lumbung gol aja dah,3,Love,0.23844611644744873
ayuarsymel,Selamat Timnas Indonesia! 🇮🇩,1,Joy,0.7205056548118591
tempodotco,Euforia Suporter Indonesia Rayakan Kemenangan Timnas atas Filipina https://t.co/zfBSXU6esC #TempoFoto,3,Joy,0.4636002480983734
okezonenews,Timnas Indonesia Hantam Filipina 2-0 Shin Tae-yong Puas dengan Debut Calvin Verdonk https://t.co/Is41EPg8P0,9,Love,0.29371124505996704
mediaindonesia,Berkat kemenangan 3-1 atas timnas Vietnam timnas Irak tidak terkalahkan sekali pun di putaran kedua Kualifikasi Piala Dunia 2026. https://t.co/dnW0RKaDyq,8,Joy,0.24485176801681519
bungkikal99,@ydhhhiya @HadiGunawan1306 tenang Bang.... Timnas dah pindah ke Emtek wkwkwkkwkw,2,Joy,0.48921656608581543
katasiapalo,Saya sebagai tidak menonton timnas semalem tidak tahu apa yg mesti dikatakan terkait performa mas Anang and friends.,3,Joy,0.5442588925361633
JonatanOswari,Bravo Timnas Sepakbola Indonesia 2024 maju k putaran 3 penyisihan Piala Dunia!,3,Joy,0.4731837511062622
pucuktribun,@FandomID_ Semoga voucher keajaiban timnas kepake semua yok runner-up bisa yok.,1,Joy,0.2207464575767517
KFrmsh,sayang banget sama timnas #stystay,3,Love,0.3783722221851349
rydhop,@cuubeeth Timnas si paling aman,4,Love,0.2906172573566437
hoyaslot,Julian Alvarez bisa dibilang menjadi salah satu pemain muda yang menjanjikan saat ini. Alvarez telah memenangkan banyak trofi baik bersama Timnas Argentina maupun Manchester City. https://t.co/ApEyW6AuNr,1,Joy,0.43346813321113586
renaisanssgin,@idextratime @bliblidotcom Umur lagi muda mudanya dikasih kesempatan buat liat timnas menuju pildun itu nyata. Semoga asah itu masih ada ya tii biar kita denger Indonesia Raya di panggung pildun,2,Joy,0.9110269546508789
QitingSoepri,@MiskinTV_ Doi senang banget malu maluin diri sendiri di hadapan ribuan penonton Timnas parah sih.,8,Anger,0.4204551875591278
faisalamar_11,@UpdateBolabola Lha terus emtek bayar mahal hak siar timnas nyiarin apa dong ,3,Anger,0.36841365694999695
lavenderbrovvn,knp semalem yg nyanyi di laga timnas bukannya rhoma irama n soneta aja ya,6,Sad,0.39081069827079773
iam_ruby11,Gw nihh bingung. Knapaaa tbtb kok nyanyi????? Dan lagunya apalagi itu gak jelas. The real merusak moment haru biru kemenangan timnasharusnya pas ini intimate moment timnas sama supporter malah ambyaaarrrrr,3,Fear,0.3991550803184509
raspotxmartial,@flyinghigh05 alhamdulillah timnas gue 3 poin ,3,Joy,0.21077311038970947
hoyaslot,Laga penentuan nasib bakal dilakoni Timnas Indonesia saat jumpa Filipina di laga pamungkas Kualifikasi Piala Dunia 2026 zona Asia. Duel kedua tim tersebut berlangsung di Stadion Utama Gelora Bung Karno Jakarta Selasa (11/6/2024) pukul 19.30 WIB. https://t.co/gzhplqeA9V,2,Joy,0.4367087781429291
casualheaet_,@idextratime @bliblidotcom Ayo bang kevin diks gabung Timnas https://t.co/N3LHG0PRIK,1,Joy,0.2914627492427826
ondodam,Hidup jadi worth it lagi karena pengen panjang umur lihat dik timnas menang piala asia,3,Anger,0.23110300302505493
503_3rror,@Lialadyrose89 @majid_muh23 @amayzing__ @idextratime image iran masih negara konflik banyak perang tapi timnas sepakbolanya jago njir,3,Fear,0.27741265296936035
abcdefitria,@idextratime @bliblidotcom Gak nyangka banget bisa lihat Timnas melangkah sejauh ini,3,Joy,0.3534098267555237
bolacomID,Timnas Indonesia ke Putaran 3 Kualifikasi Piala Dunia 2026 Vietnam Nyungsep di Markas Irak https://t.co/d1cyflLSfU,4,Joy,0.28206729888916016
aonnally,siapa yg nonton timnas tp ketiduran? ,8,Anger,0.20782062411308289
MakmurDg40826,@erickthohir SELAMAT ATAS KEMENANGAN TIMNAS U-23 INDONESIA VS PHILIPPINES SKOR:2-0 MAJU TERUS GARUDA INDONESIA 🇮🇩🇮🇩🇮🇩🇮🇩,3,Joy,0.6633707880973816
mhmmdzikrii,@rezzahabibie gita ga diajak bang jabib dari kemarin mau nonton timnas itu,8,Joy,0.23547400534152985
tempodotco,Penampilan Debut Calvin Verdonk Bersama Timnas Indonesia saat Hadapi Filipina https://t.co/8YJ5vsyIcB #TempoFoto,9,Anger,0.27920207381248474
areumdaunim,@afcasiancup Thanks to me yg ga nonton timnas jadi menang beneran kan. Selamat banyak2!!,3,Joy,0.7075967788696289
kevinsapuan,@GOAL_ID Timnas konoha,3,Love,0.2561028003692627
bunniesfighter,@idextratime @David_Ornstein BUSETTTT HARI INI HAPPY BANGET GW ERIK TEN HAG DIPERPANJANG TIMNAS LOLOS ROUND 3 DAN PIALA ASIA WHAT A DAY,3,Anger,0.23201048374176025
BrianLautner,@idextratime @bliblidotcom Mudah2an segera ketemu saut keria. Gasabar w pen liat lawan son heung min. Pen tau sekaliber dia bisa apa ke timnas sekarang. Jadi bisa tergambarkan gitu ke sinteong harus apa apa apanya yg dirubah dengan son pemain premier league sebagai benchmarknya,7,Neutral,0.33081576228141785
MakmurDg40826,@SiaranBolaLive SELAMAT ATAS KEMENANGAN TIMNAS U-23 INDONESIA VS PHILIPPINES SKOR:2-0 MAJU TERUS GARUDA INDONESIA 🇮🇩🇮🇩,3,Joy,0.6633707880973816
aquilati7188,@Nyimakajja @idextratime @bliblidotcom ini paling ideal klo pgen lolos tpi kan bkn kita yg mengatur..pgen lihat lawan yg lebih bagus..Jepang or Korsel ga mslah..biar timnas terbiasa bersaing dgn mrka,2,Anger,0.48065173625946045
fir_bun,@ainurohman Asian Value adalah bisa masukin anak jadi pendamping pemain pas lawan iraq dan bisa karaokean pas moment kemenangan timnas diliatin 1 gbk...,3,Joy,0.625312864780426
DuduRobot,@agamaprilo_18 @hazzem04 @DzikryDedeng @rhystalgie @mrdzputra @PSSI @visionplusid Baca repnya anak bola galak2. Padahal kalian sndiri digoblokin fanatisme. Kalo emang kondisinya gak bisa di skip bro.. gak harus banget nonton. Kalo pun tau jadwal mainnya kenapa sampe pas timnas main ada di kereta?? Ribet sendiri malah goblok2in orang.,8,Sad,0.28656405210494995
aurauraannn,Perjalanan masih panjang seneng rasanya berada di zaman timnas era STY ini. Dari dulu nonton timnas sebatas AFF aja sekarang kualifikasi piala dunia... ,3,Joy,0.36162593960762024
Nurstoryjujur,Menyala SCTV dah siarin Timnas sampe ahir no cut no edit satu kata Keren min SCTV Aku kasih ️ Menyalaaa #TimnasDay,1,Joy,0.5061453580856323
RaditRayyan1010,@andihiyat Dan syukurnya timnas indo menang,4,Joy,0.32873106002807617
MakmurDg40826,@erickthohir SELAMAT ATAS KEMENANGAN TIMNAS U-23 VS PHILIPPINES SKOR:2-0 MAJU TERUS GARUDA INDONESIA 🇮🇩🇮🇩🇮🇩🇮🇩,3,Joy,0.654674768447876
detiksport,Indonesia menjamu Filipina dalam laga Kualifikasi Piala Dunia 2026. Meski bermain di kandang Indonesia mengenakan jersey away berwarna putih. Pelatih Timnas Indonesia Shin Tae-yong memberikan alasannya. https://t.co/pjRQfVlvYy,3,Joy,0.4860461354255676
tegardwwi,@idextratime @bliblidotcom Gua harap pssi nambah amunisi di posisi tengah yang berpengalaman main di luar/eropa kayak prof toha dan mungkin Jairo. Klo bisa di bawah umur 30 karna yg gua liat sekarang pemain tengah kita minim pengalaman walaupun jam terbang di timnas lumayan banyak.,7,Anger,0.27800771594047546
cipanyanana,gue jadi kepikiran sama orang ini gegara dia bikin story lagi nonton timnas kaya anjirrrr dulu kita sedeket ini tapi gegara kecerobohan gua dan kegasadar dirian gua namanya masih anak SMA gua jadi jauh sama ini orang wkwkwk ,3,Anger,0.33833324909210205
immatulcoir,Terima kasih banyak atas dukungan dari seluruh suporter timnas Garuda Indonesia atas doanya terima kasih banyak kepada seluruh tim staff dan manajemen yang sudah menjaga kesehatan kelancaran dan kekompakan tim jagoan kesayangan Indonesia semangat untuk Indonesia 🇮🇩🇮🇩,3,Joy,0.9984756112098694
_donpablo13,Seng menang timnas Indonesia tapi seng panas bandeng. Wong kok unik,3,Joy,0.3109632134437561
luarlapangan_id,Qatar is king of robbers! Amit-amit jabang bayi Timnas Indonesia tidak boleh satu grup dengan Qatar di babak ketiga FIFA WCQ 2026 nanti. Tadi malam Selasa (11/6) Qatar kembali menunjukkan aksi licik kala menekuk India 2-1. #TimnasDay https://t.co/mqq7hBxgsx,2,Neutral,0.8666937351226807
wsnkrn,@railgunvelocity @Letterrnjnn setiap timnas ngegolin yang disorot presiden ,3,Anger,0.21006976068019867
Doaibu87,@slivercqueenn Makasih nya Auto mimpi indah apalagi timnas menang lope sekebon deh buat km ,3,Joy,0.7959021329879761
Nandy_Aprian,@Tackcalbmi @UpdateBolabola Karena mereka beli haksiar via afc kalo emtek cuma beli yg timnas doang kalo ujicoba pasti di emtek tapi kalo ajang resmi + aff(asean cup) ya di mncgroup,7,Neutral,0.5445088148117065
tsudhana,@abu_waras Apanya yang gawat? Firasat Jokowi selalu tepat Timnas menang 2-0..maok ngomong apa lagi antum??,7,Anger,0.23537349700927734
joni_prayoga,@PorosHalangID Tom Haye ini vibes nya Bapak nya anak2 Timnas ,2,Joy,0.544437825679779
kindamuggle_,timnas menang gwe juga gk si ntar tgl 13,3,Love,0.21721191704273224
